id_f,cons_text,cons_text_posJoined_main
CONS_017886,"15:15 문자 발송

SH 기존주택매입임대 입주대기자 모집공고
모든가구(다가구가형) 100호, 3인이상가구(다가구나형) 80호, 1~2인가구(원룸) 20호 모집중

▶1순위 자격요건
①생계 또는 의료수급자 ②보호대상 한부모가족 ③주거지원시급가구 ④저소득고령자 ⑤월평균소득 70%이하 장애인
▶2순위 자격요건
①월평균소득 50%이하 ②월평균소득 100%이하 장애인

▶일정 및 접수장소
1순위: 9/6(월)~9/8(수)
2순위: 9/9(월)~9/10(금) *1순위 접수마감시 모집하지 않음
신청장소: 동주민센터
입주대상자발표: 12/24(금) 18:00",문자 발송 서울주택도시공사 기존주택 매입임대 입주 대기자 모집 공고 다가구 가형 다가구 나형 2인가구 원룸 모집 순위 자격 요건 생계 의료 수급자 보호 대상 한부모 가족 지원 시급 저소득 고령자 월평균 소득 이하 장애인 순위 자격 요건 월평균 소득 이하 평균 소득 이하 장애인 일정 접수 장소 순위 순위 순위 접수 마감 모집 신청 장소 주민센터 입주 발표
CONS_179354,"* 증빙서류 취합
- 이사비 지원을 위한 서류 취합함.
- 이사비 견적서, 이사업체 사업자등록증, 사업자 통장사본
- 해당가구 수급자 증명서 팩스로 취합함.

* 이후 조치
- 해당가구 이사일정에 맞춰 센터 지원결정한 이사비 55만원(성아청35+비주택20) 이사업체로 이체 예정임.
- 추후 이사업체 세금계산서 취합 필요함.",증빙 서류 취합 이사비지원 서류 취합 이사비 견적서 이사 업체 사업자 등록증 사업자 통장 사본 수급자 증명서 팩스 취합 이후 조치 이사 일정 맞추다 센터 지원 결정 이사비 비주택 사업체 이체 예정 추후 이사 업체 세금 계산서 취합 필요
CONS_096751,"인테이크 작성중 궁금한 점이 생겨 대상자에게 전화하여 문의함
1. 난방기구 유무
-전기장판만 있다고 함",테이크 작성 생기다 전화 문의 난방기 유무 전기장
CONS_242264,"*주요사항
-3인가구: 본인+ 아내(외국인등록0) + 자녀(만11세)
-수급자(주거)
-주택청약 (2022.3월에 가입)
-마련가능보증금 2~3천만원
-소득: 아내 200만원 / 본인 일용직 100만원 (소득이 불규칙함.이번달은 소득 없음)
-주거형황: 보증금 1천만원, 월세30만원/ 방2개/ 상가주택 거주중

*문의사항: 신청가능한 임대주택
○재개발, 매입, 국민, 장기미임대안내

○국민임대 안내
-선순위 , 저렴한 보증금으로 신청가능한 주택안내 
-강남구 세곡지구 49㎡ 일반 보증금 4천5백만원,  월세 33만원 
-필요서류; 은행가서 공인인증서발급받아서 USB에 담아오기, 등본, 초본(상세)
-내방예정일: 5월 30일 월요일 오후3시 

",주요 3인가구 본인 아내 외국인 등록 자녀 수급자 청약 가입 마련 가능 보증금 소득 아내 본인 일용직 소득 규칙 소득 보증금 월세 상가 거주 신청 가능 임대주택 재개발임대 매입임대 국민임대 장기미임대 안내 국민임대 안내 선순위 저렴하다 보증금 신청 가능 안내 지구 일반 보증금 백만 월세 필요 서류 은행 공인 인증서 발급 오기 등본 초본 내방 예정일 오후
CONS_086454,"영구임대 연기문자 보시고 연락주심.

이번에 나온 것이 집이 어느정도 크기인지 여쭤보심. 1인가구시면 보통 7,8평 정도라고 안내함.

",영구임대 연기 문자 연락 나오다 집 크기 여쭈다 1인가구 안내
CONS_212231,"- 재계약 자격 검증을 위한 서류 제출 요청 통지서를 받고 방문
- 어떻게 처리해야 하는지 몰라서 방문 하셨다고 함
- 금융정보 제공 동의서와 자산 보유 사실 확인서 작성하여 팩스로 전송
- 수신 여부 확인하여 대상자에게 알려줌",계약 자격 검증 서류 제출 요청 통지서 방문 어떻다 처리 모르다 방문 금융 정보제공 동의서 자산 보유 사실 확인서 작성 팩스 전송 수신 확인 알리다
CONS_141054,#NAME?,매입임대 문의 중복 신청 가능 알리다 매입임대 상시 서울주택도시공사 한국토지주택공사 공고 나오다 설명
CONS_205155,"안전바 설치 방문시간 확인전화함
10시반에 방문 예정임을 다시 말씀",안전 설치 방문 확인 전화 방문 예정
CONS_210700,"실태조사 안내를 위해 전화드림

- 내일(10.19) 4시 ~ 4시 30분에 방문하기로 함",실태조사 안내 전화 드리다 내일 방문
CONS_291355,"- 주거밀집지역 주거 및 임대주택 상담 ( 서울시주최: 장소 서울역쪽방상담소 앞 새꿈어린이공원)에 참여 
- 수입 : 기초생활수급자 70만원(주거급여포함) / 무보증금 월세 14만원(저렴쪽방) 거주. 
- 2012년부터 떨어져살고 있는 처는 중국에 가있음. 중국사람인데 결혼하면서 한국국적취득. 부인의 따로가 사위는 한국에 잠시 왔다가 다시 중국에 감. (달과 사위 모두 중국사람), 이혼소송하고 있으며 아직 완전히 이혼이 되지 않은 상황임. 이것으로 인해 임대주택이 안되는지 궁금해하시기도 함. 
- 간경화 있음. 
- 연초 전세임대 신청했고 결과를 잘 모르겠어서 7월에 매입임대SH 또신청했음. 여러번 신청했는데 어찌된건지 모르겠다고 하심.
- 동주민센터 주무관이 당일 나와있어서 관련사항 확인해 주시기로 함. 
- 주거이동에 대한 생각은 많음. 
- 주거취약계층 임대주택 관련 안내 등",밀집 임대주택 상담 서울시 주최 장소 서울역 쪽방상담소 어린이 공원 참여 수입 기초생활수급자 주거급여 포함 보증금 월세 쪽방 거주 떨어지다 살다 중국 중국 결혼 한국 국적 취득 부인 사위 한국 중국 사위 중국 이혼 소송 이혼 상황 인하다 임대주택 간경화 연초 전세임대 신청 결과 모르다 매입임대 서울주택도시공사 신청 신청 모르다 주민센터 주무관 당일 나오다 확인 이동 생각 주거취약계층 임대주택 안내
CONS_017039,"- 문자 발송.

SH 보증금지원형 장기안심 주택 모집공고 알림
일반공급 : 무주택세대구성원, 월평균소득 100% 이하
우선공급 : 무주택세대구성원, 월평균소득 120% 이하, 신혼부부, 혼인기간 7년 이내
인터넷 신청기간 : 6/29~7/3
https://www.i-sh.co.kr/app/index.do
방문 신청기간 : 6/29~7/7 (금천구는 6/30)
서류 제출기간 : 6/29~7/10
입주대상자 발표 : 8/28
* 인터넷 접수 후 등기로 서류제출을 해야 신청이 완료됩니다. 

** 추가 안내사항
주택 물색기간 : 2021년 8월 31일까지
등기 서류제출 : 2020년 7월 10일 우편 소인분까지 인정",문자 발송 서울주택도시공사 보증금지원형 장기안심 모집 공고 알림 일반 공급 세대 구성원 월평균 소득 이하 공급 세대 구성원 월평균 소득 이하 신혼부부 혼인 기간 인터넷 신청 기간 서울주택도시공사 방문 신청 기간 서류 제출 기간 입주 발표 인터넷 접수 등기 서류 제출 신청 완료 추가 안내 주택물색 기간 등기 서류 제출 우편 인정
CONS_122484,"* 화장품 나눔 행사 내방 및 후원물품 수령
- 나눔 장소 : 마포주거복지센터
- 나눔 물품 : 프레스티지이엑스 데스까르고 4종 스페셜 세트, 잇츠스킨 파워 10 포뮬라 싱글 오리진 앰플 레인보우 10종 세트
- 주거급여 수급신청 방법 문의하여 신분증과 임대차계약서 가지고 동주민센터 방문하여 신청하라고 안내함.",화장품 나누다 행사 내방 후원 물품 수령 나눔 장소 주거복지센터 나눔 물품 엑스 스페셜 세트 스킨 포뮬라 싱글 오리진 앰플 레인보우 세트 주거급여 수급 신청 방법 문의 신분증 임대차 계약서 가지다 주민센터 방문 신청 안내
CONS_093676,"*재개발임대주택신청은 안하기로 생각하셨다고 전화주심
- 나중에 영구임대주택의 공고 나오면 연락 부탁하심",재개발임대 신청 생각 전화 나중 영구임대 공고 나오다 연락 부탁
CONS_145201,"['봄'에 주거상담 받아'봄']
- 동작주거복지센터에서 동작주거안심종합센터 주거상담소로 이름이 바뀌었음을 안내 
- 해당대상자들은 비주택대상자로 상담 후 신청을 진행했던 대상자임 
-봄맞이 잘지내고 계신지 안부차 연락을 진행함
- 종결대상자로 해당서비스에 대한 것은 종결이 되었지만 1인가구, 고시원거주경험 등으로 고립가구 위험성이있어, 동작주거안심종합센터에서는 분기별로 종결대상자에 대해 안부연락을 진행할 예정",상담 주거복지센터 주거안심종합센터 상담소 이름 바뀌다 안내 비주택 상담 신청 진행 봄맞이 지내다 계시다 안부 연락 진행 종결 종결 1인가구 고시원 거주 경험 고립 위험 주거안심종합센터 종결 안부 연락 진행 예정
CONS_144833,"[5월 SH공사 장기체납 취약계층 주거상담]

-소득이 불규칙하여 생활비부족으로 임대료 납부를 못했음
-연체된 금액 확인해서 빠른 시일내에 납부하겠음",서울주택도시공사 공사 장기 체납 취약 계층 상담 소득 규칙 생활비 부족 임대료 납부 연체 금액 확인 빠르다 시일 납부
CONS_202528,">반지하거주중인데 월세인상요구로 이사할 임대주택 문의
ㅇ가족현황: 단독세대
ㅇ경제상황: 조건부수급자(생계,주거)-올해부터 수급, 
                    코로나로 작년부터 근로를 하지못해 언니한테 빌려서 생활함
                    국민취업지원제도 신청하여 8/3일부터 교육시작예정
ㅇ주거현황: 보증부월세 50/10만원(반지하)-1년정도 거주함
ㅇ문제상황: 임대인이 월세 인상을 요구하여 이사하여야함. 짐은 다른곳으로 옮긴 상태.
ㅇ문의내용: 공짜로 살 수 있는 임대주택이 있는지 문의
ㅇ상담내용: 반지하에 거주중이고 수급자여서 주거취약계층 주거상향지원사업 대상자임을 안내
                   -주민센터에 내방하셔서 진행하시라 안내
                   -해당주택은 매입,전세임대가 있음과 자세한 안내드림.",반지하 거주 월세 인상 요구 이사 임대주택 가족 현황 단독세대 경제 상황 조건부수급자 생계급여 올해 수급 코로나19 작년 근로 언니 빌리다 생활 국민 취업 지원 제도 신청 교육 시작 예정 주거현황 보증 월세 반지하 거주 문제 상황 임대인 월세 인상 요구 이사 옮기다 상태 공짜 임대주택 상담 반지하 거주 수급자 주거취약계층 주거상향 지원 안내 주민센터 내방 진행 안내 매입임대 전세임대 안내 드리다
CONS_083183,- 10/15일(화) 2시 45분 주거복지강좌 참석요청 문자 재발송 독려,복지 강좌 참석 요청 문자 발송 독려
CONS_131877,"* 2022년 저소득층 에너지효율개선사업 안내 및 연계 위한 전화상담
- 확인 후 연락준다고 함",저소득 에너지효율 개선 안내 연계 전화 상담 확인 연락
CONS_142066,#NAME?,해피인 점심 나누다 수급자 확인
CONS_084944,추석명절인사차 전화드림,추석 명절 인사차 전화 드리다
CONS_225982,"<상담경로>
- 장기체납세대 상담

<상담결과>
- 소득이 감소해서 어렵지만 매월 분납하고 있다
- 8/18 10만원, 8/26 10만원, 8/31 15만원",상담 경로 장기 체납 세대 상담 상담 결과 소득 감소 어렵다 분납
CONS_068642,"아동난방품지원관련, 롯데마트에서 함께 만나 전기매트와 황토매트를 구매하였음. 
추운 겨울 난방용품 지원해 주심에 감사하다 인사하심.",아동 난방 지원 롯데마트 만나다 전기 매트 황토 매트 구매 겨울 난방 용품 지원 감사
CONS_107989,"*이사비지원받기위한 구비서류 문의.

- 현재 sh전임 거주중으로 7월 다른 주택으로 이사 할 계획으로 주택물색 중
- 이사갈 자치구 및 주택 정해지지않음.
- 지하철 전광판에 '저소득층 이사지원, 서울시주거복지센터' 문구를 보았다고 하심.

*센터조치
- 이사비를 직접 지원할 자원이 없어 외부로 연계해야해서 구 가 바뀌면 외부자원의 연계 기관도 달라질 수 있으니 이사할 자치구가 정해지면 연락달라고 말씀.",이사비지원 구비 서류 문의 현재 서울주택도시공사 전임 거주 이사 계획 주택물색 이사 자치구 정하다 지하철 전광판 저소득 이사 지원 서울시 주거복지센터 문구 센터 조치 이사비 직접지원 자원 외부 연계 바뀌다 외부 자원 연계 기관 달라지다 이사 자치구 정하다 연락
CONS_290108,"주택이전 문의
-자녀와 대신 전화
-현재 sh전세임대부에서 내용증명 , 퇴거요청,
보증금 체납제외 대략 천만원 반환 예정
-11월까지 계약 
-6월 전세임대주택 결과 기다리는 중
-외국에 거주하는 자녀 명의를 양도받기를 원함
-서울 전지역 이주 가능, 보증금 천만원 월세는 아들이 납입 예정 
-청파동 주민센터를 통하여 연락 옴 
",이전 문의 자녀 대신 전화 서울주택도시공사 전세임대 내용증명 퇴거 요청 보증금 체납 제외 반환 예정 계약 전세임대 결과 기다리다 외국 거주 자녀 명의 양도 원하다 이주 가능 보증금 월세 아들 납입 예정 주민센터 연락
CONS_051105,-11월 3일 오후 2시 ~ 4시 사이 반찬지원으로 방문드린다고 연락 드림.,오후 반찬 지원 방문 드리다 연락 드리다
CONS_041269,"[2022 공고 알리미 연장]

- 현재 국민임대 거주하는데 만족중이며 다른 불편사항은 없음
- 알리미 연장은 필요없음

> 국민임대 거주하시기에 만족하시는지?
> 다른 임대주택 이주 원하시면 알리미서비스 연장가능
> 공고 알리미 연장 필요없다고 하심",문자알림서비스 연장 국민임대 거주 만족 불편 문자알림서비스 연장 필요 국민임대 거주 만족 임대주택 이주 원하다 문자알림서비스 연장 가능 공고 문자알림서비스 연장 필요
CONS_258107,"-부동산에서 9천만원짜리 보고 왔고 마음에 들어서 관련서류 제출하라고 했다고 하심.
-빈집인지 언제 이사 할 수 있는지 물어보라고 안내함.
-수급자 증명서는 주민센터에서 발급 받았다고 하심.",부동산 마음 서류 제출 집 이사 안내 수급자 증명서 주민센터 발급
CONS_200187,"[비주택-주택물색]

> LH비주택전세임대 구하셨는지?
- 아직 집을 못 구하였고, 구하는 과정이 힘들어 반포기상태
- 원하는 지역은 현재 살고 있는 목동 근처이나 LH매물은 신월동 또는 화곡동이라 이주의사 없음

> 기한 내에 집을 구하시게 되면 연락주시라고 전달
> 이주 및 정착지원 관련 안내 예정",비주택 주택물색 한국토지주택공사 비주택 전세임대 집 구하다 구하다 과정 힘들다 포기 상태 원하다 살다 근처 한국토지주택공사 매물 이주 의사 기한 집 구하다 연락 전달 이주 정착 지원 안내 예정
CONS_107013,2021년 모든 임대주택 문자알림서비스 재등록 완료 (스마트폰/연간),임대주택 문자알림서비스 등록 완료 스마트폰 연간
CONS_107472,"청년임차보증금 이자지원사업 소득기준 문의로 전화주심.

연소득의 기준이 세전인지 세후인지 문의함.
- 보통은 세전으로 판단한다고 알고있음.

급여만 하면 기준에 맞는데, 급여랑 상여금을 합치면 기준이 넘는데 연소득이라는것에 포함되는게 무엇인지 문의함.
- 상여금까지 소득인것으로 알고있음.

소득증명서류가 2018년도만 뜨는데 2018년도 서류로 제출해도 되는지 문의함.
- 2018년도 서류로 제출해도 됨.",청년 임차보증금 이자지원 소득 기준 문의 전화 소득 기준 세전 세후 문의 보통 세전 판단 급여 기준 급여 상여금 합치다 기준 소득 포함 문의 상여금 소득 소득 증명 서류 서류 제출 문의 서류 제출
CONS_005191,"LED 등 및 화재예방용품 지급 및 설치

1. LED조명기구
2. 스프레이소화기
3. 화재감지기",화재 예방 용품 지급 설치 조명 기구 스프레이 소화기 화재 감지기
CONS_044156,2020년 기존주택 / 다자녀 전세임대 공고 안내문자 발송,기존주택 다자녀가구 전세임대 공고 안내 문자 발송
CONS_282537,"※문자알리미등록
 -영구, 매입, 전세, 재개발, 공공, 국민/서울전역/연간
 -LH는 직접하셔야함을 안내 
",문자알림서비스 등록 영구임대 매입임대 전세임대 재개발임대 공공임대 국민 전역 연간 한국토지주택공사 안내
CONS_026123,지난번 안내드린 청년전세임대주택 신청을 위한 서류가 준비되었다면서 전화를 함. 월요일 오후에 방문하여 추가 서류들을 전달하고 제출방법 등에 대해 논의하기로 함.,지난번 안내 드리다 청년전세 임대주택 신청 서류 준비 전화 오후 방문 추가 서류 전달 제출 방법 논의
CONS_003774,"주거상황 및 알리미 재신청 여부 확인 등 위해 전화드렸으나 
전화를 받지 않으심.
(매입 다가구 가형 186번이신데 1월에 171번까지 순번이 된걸로 보아
2월에 우편물을 받으실것으로 보임), 다시 전화를 주셔서 매입임대 우편물을 받으셨는지 물어보았으나
아직 받은건 없다고 하심.
주택선정 안내해드리고 주택 중에 마음에 드는 주택이 없을시에
올해 임대주택 알리미 신청하실지 여부를 물어보니
아파트를 선호하시는 듯 하여, 영구임대와 재개발임대를 추가 신청하도록 함.
=> 2019년 영구임대, 재개발임대, 매입임대 알리미 신청(스마트폰)",주거상황 문자알림서비스 신청 확인 전화 드리다 전화 매입 다가구 가형 순번 우편물 보임 전화 매입임대 우편물 물어보다 선정 안내 드리다 마음 올해 임대주택 문자알림서비스 신청 아파트 선호 영구임대 재개발임대 추가 신청 영구임대 재개발임대 매입임대 문자알림서비스 신청 스마트폰
CONS_306900,"- 영구임대주택 공고가 떴는지 문의하기위해 전화하심

→ 핸드폰이 고장나서 화면이 보이지 않는다고 하여 영구임대주택 공고가 뜨면 전하 드리기로 함",영구임대 공고 문의 전화 스마트폰 고장 화면 보이다 영구임대 공고 전하 드리다
CONS_062302,"-현재 2인 가구로 영구임대 거주중
-배우자 건강이 좋지 않아 큰 평형의 주택 원함
-욕조가 있었으면 함.
-평형변경 관련 안내
-행복주택:고령자 및 주거급여 대상신청안내(임대보증금 증액으로 힘들어함)
-수급자",2인가구 영구임대 거주 배우자 건강 크다 평형 원하다 욕조 평형 변경 안내 행복주택 고령자 주거급여 대상 신청 안내 임대 보증금 증액 힘들다 수급자
CONS_113568,* 긴급주택 입주 원하신다 회신 주심.,임시거소 입주 원하다 회신
CONS_109148,"<비주택거주세대 주거상향사업 - 주택물색> - 생활관리사님 통화내역

10시 40분경 전화했으나, 전화 off상태임",비주택 거주 세대 주거상향 주택물색 생활 관리사 통화 내역 전화 전화 퇴임
CONS_076934,"-주거돌봄서비스 10차_서비스 시행
 : 12/15 수전교체, 수도꼭지 수리 (half)",주거돌봄서비스 시행 교체 수도꼭지 수리
CONS_222941,2022년도 서울시 지하주택 주거실태조사 진행.,서울시 지하 실태조사 진행
CONS_135616,"영구임대주택 예비입주자모집(2020.11.02공고) 안내 전화드림

- 접수기간 및 접수장소 안내, 대상자의 청력이 좋지 않아 매우 큰 목소리로 설명을 반복함",영구 임대주택 예비 입주자 모집 공고 안내 전화 접수 기간 접수 장소 안내 청력 크다 목소리 설명 반복
CONS_228456,"-장기적인 여관 거주로 인해 주거 상향 사업 권유함
-비주택 주거 상향 사업에 자세하게 문의 하심.
-그러나 전세 임대의 2년마다 이사 할 수도 있다는 것에 부담스러워 하심.
-현재 수입(수급 비용으로 처리하고 있음),생계,주거,의료 수급 전부 해당됨.
-장애 등급은 따로 나와 있지 않으나 혈압, 갑상선 항진증, 부정맥,전립선, 약 복용하고 있어 근로는 할 수 없는 상태임.
-배우자와 이혼 상태이고 자녀와 형제도 연락이 안된다고 하심.
",장기 여관 거주 인하다 주거상향 권유 비주택 주거상향 문의 전세임대 이사 부담 수입 수급 비용 처리 생계급여 주거급여 의료 수급 장애 등급 나오다 혈압 갑상선 항진증 부정맥 전립선 복용 근로 상태 배우자 이혼 상태 자녀 형제도 연락
CONS_280959,"영구임대아파트 모집공고 접수 상담 (남영동주민센터 이동상담)

-  쪽방거주. 1인가구
-  서울시연속거주기간 2017.11 서울전입
- 수급비70만원, 국가유공30만원 구청5만원 총 수입 110만원정도됨.
- 영구임대점수 84점

- 영구임대아파트 SH신내12단지 27크기신청
- 주거취약계층주거지원 SH매입임대원룸형 안내. 주민센터에서 접수함을 안내드림. 곧 신청하겠다고함. 
",영구임대 아파트 모집 공고 접수 상담 주민센터 이동 상담 쪽방 거주 1인가구 연속 거주 기간 전입 수급 국가 유공 구청 수입 영구임대 점수 영구임대 아파트 서울주택도시공사 크기 신청 주거취약계층 지원 서울주택도시공사 매입임대 원룸 안내 주민센터 접수 안내 드리다 신청
