id_f,cons_text,cons_center,cons_date_year,cons_type_adj
CONS_068642,"아동난방품지원관련, 롯데마트에서 함께 만나 전기매트와 황토매트를 구매하였음. 
추운 겨울 난방용품 지원해 주심에 감사하다 인사하심.",강북주거안심종합센터,2019,공공임대주택
CONS_107989,"*이사비지원받기위한 구비서류 문의.

- 현재 sh전임 거주중으로 7월 다른 주택으로 이사 할 계획으로 주택물색 중
- 이사갈 자치구 및 주택 정해지지않음.
- 지하철 전광판에 '저소득층 이사지원, 서울시주거복지센터' 문구를 보았다고 하심.

*센터조치
- 이사비를 직접 지원할 자원이 없어 외부로 연계해야해서 구 가 바뀌면 외부자원의 연계 기관도 달라질 수 있으니 이사할 자치구가 정해지면 연락달라고 말씀.",성북주거안심종합센터,2020,기타
CONS_290108,"주택이전 문의
-자녀와 대신 전화
-현재 sh전세임대부에서 내용증명 , 퇴거요청,
보증금 체납제외 대략 천만원 반환 예정
-11월까지 계약 
-6월 전세임대주택 결과 기다리는 중
-외국에 거주하는 자녀 명의를 양도받기를 원함
-서울 전지역 이주 가능, 보증금 천만원 월세는 아들이 납입 예정 
-청파동 주민센터를 통하여 연락 옴 
",용산주거안심종합센터,2022,공공임대주택
CONS_051105,-11월 3일 오후 2시 ~ 4시 사이 반찬지원으로 방문드린다고 연락 드림.,강북주거안심종합센터,2021,주거비지원
CONS_041269,"[2022 공고 알리미 연장]

- 현재 국민임대 거주하는데 만족중이며 다른 불편사항은 없음
- 알리미 연장은 필요없음

> 국민임대 거주하시기에 만족하시는지?
> 다른 임대주택 이주 원하시면 알리미서비스 연장가능
> 공고 알리미 연장 필요없다고 하심",양천주거안심종합센터,2022,공공임대주택
CONS_258107,"-부동산에서 9천만원짜리 보고 왔고 마음에 들어서 관련서류 제출하라고 했다고 하심.
-빈집인지 언제 이사 할 수 있는지 물어보라고 안내함.
-수급자 증명서는 주민센터에서 발급 받았다고 하심.",강북주거안심종합센터,2022,공공임대주택
CONS_200187,"[비주택-주택물색]

> LH비주택전세임대 구하셨는지?
- 아직 집을 못 구하였고, 구하는 과정이 힘들어 반포기상태
- 원하는 지역은 현재 살고 있는 목동 근처이나 LH매물은 신월동 또는 화곡동이라 이주의사 없음

> 기한 내에 집을 구하시게 되면 연락주시라고 전달
> 이주 및 정착지원 관련 안내 예정",양천주거안심종합센터,2022,기타
CONS_107013,2021년 모든 임대주택 문자알림서비스 재등록 완료 (스마트폰/연간),동대문주거안심종합센터,2021,기타
CONS_107472,"청년임차보증금 이자지원사업 소득기준 문의로 전화주심.

연소득의 기준이 세전인지 세후인지 문의함.
- 보통은 세전으로 판단한다고 알고있음.

급여만 하면 기준에 맞는데, 급여랑 상여금을 합치면 기준이 넘는데 연소득이라는것에 포함되는게 무엇인지 문의함.
- 상여금까지 소득인것으로 알고있음.

소득증명서류가 2018년도만 뜨는데 2018년도 서류로 제출해도 되는지 문의함.
- 2018년도 서류로 제출해도 됨.",동대문주거안심종합센터,2020,주택금융
CONS_005191,"LED 등 및 화재예방용품 지급 및 설치

1. LED조명기구
2. 스프레이소화기
3. 화재감지기",서초주거안심종합센터,2019,주거비지원
CONS_044156,2020년 기존주택 / 다자녀 전세임대 공고 안내문자 발송,동작주거안심종합센터,2020,공공임대주택
CONS_282537,"※문자알리미등록
 -영구, 매입, 전세, 재개발, 공공, 국민/서울전역/연간
 -LH는 직접하셔야함을 안내 
",용산주거안심종합센터,2021,기타
CONS_026123,지난번 안내드린 청년전세임대주택 신청을 위한 서류가 준비되었다면서 전화를 함. 월요일 오후에 방문하여 추가 서류들을 전달하고 제출방법 등에 대해 논의하기로 함.,노원주거안심종합센터,2019,공공임대주택
CONS_003774,"주거상황 및 알리미 재신청 여부 확인 등 위해 전화드렸으나 
전화를 받지 않으심.
(매입 다가구 가형 186번이신데 1월에 171번까지 순번이 된걸로 보아
2월에 우편물을 받으실것으로 보임), 다시 전화를 주셔서 매입임대 우편물을 받으셨는지 물어보았으나
아직 받은건 없다고 하심.
주택선정 안내해드리고 주택 중에 마음에 드는 주택이 없을시에
올해 임대주택 알리미 신청하실지 여부를 물어보니
아파트를 선호하시는 듯 하여, 영구임대와 재개발임대를 추가 신청하도록 함.
=> 2019년 영구임대, 재개발임대, 매입임대 알리미 신청(스마트폰)",강동주거안심종합센터,2019,공공임대주택
CONS_306900,"- 영구임대주택 공고가 떴는지 문의하기위해 전화하심

→ 핸드폰이 고장나서 화면이 보이지 않는다고 하여 영구임대주택 공고가 뜨면 전하 드리기로 함",용산주거안심종합센터,2018,공공임대주택
CONS_062302,"-현재 2인 가구로 영구임대 거주중
-배우자 건강이 좋지 않아 큰 평형의 주택 원함
-욕조가 있었으면 함.
-평형변경 관련 안내
-행복주택:고령자 및 주거급여 대상신청안내(임대보증금 증액으로 힘들어함)
-수급자",서초주거안심종합센터,2019,공공임대주택
CONS_113568,* 긴급주택 입주 원하신다 회신 주심.,성북주거안심종합센터,2020,기타
CONS_109148,"<비주택거주세대 주거상향사업 - 주택물색> - 생활관리사님 통화내역

10시 40분경 전화했으나, 전화 off상태임",양천주거안심종합센터,2020,공공임대주택
CONS_076934,"-주거돌봄서비스 10차_서비스 시행
 : 12/15 수전교체, 수도꼭지 수리 (half)",광진주거안심종합센터,2020,공공임대주택
CONS_222941,2022년도 서울시 지하주택 주거실태조사 진행.,서대문주거안심종합센터,2022,기타
CONS_135616,"영구임대주택 예비입주자모집(2020.11.02공고) 안내 전화드림

- 접수기간 및 접수장소 안내, 대상자의 청력이 좋지 않아 매우 큰 목소리로 설명을 반복함",동대문주거안심종합센터,2020,공공임대주택
CONS_228456,"-장기적인 여관 거주로 인해 주거 상향 사업 권유함
-비주택 주거 상향 사업에 자세하게 문의 하심.
-그러나 전세 임대의 2년마다 이사 할 수도 있다는 것에 부담스러워 하심.
-현재 수입(수급 비용으로 처리하고 있음),생계,주거,의료 수급 전부 해당됨.
-장애 등급은 따로 나와 있지 않으나 혈압, 갑상선 항진증, 부정맥,전립선, 약 복용하고 있어 근로는 할 수 없는 상태임.
-배우자와 이혼 상태이고 자녀와 형제도 연락이 안된다고 하심.
",강북주거안심종합센터,2022,공공임대주택
CONS_280959,"영구임대아파트 모집공고 접수 상담 (남영동주민센터 이동상담)

-  쪽방거주. 1인가구
-  서울시연속거주기간 2017.11 서울전입
- 수급비70만원, 국가유공30만원 구청5만원 총 수입 110만원정도됨.
- 영구임대점수 84점

- 영구임대아파트 SH신내12단지 27크기신청
- 주거취약계층주거지원 SH매입임대원룸형 안내. 주민센터에서 접수함을 안내드림. 곧 신청하겠다고함. 
",용산주거안심종합센터,2019,공공임대주택
