sent_content,label,senti_score_google
장소자체는 예쁘고 좋아요,긍정,0.800000012
주차장 비좁음.,부정,-0.200000003
대중교통 이용하세요.,중립,0
주차 진짜 쒯입니다.,부정,0.400000006
주변에 큰 아파트들은 별로임,부정,0.300000012
한강도 볼수있고 산책하기 좋음.,긍정,0.899999976
엄청 넓더라구요,긍정,0.800000012
자동차 소음은 좀 있습니다.,부정,0
주차장이 좁아요,부정,-0.100000001
약간 관리가 필요하고 주차 최악,부정,-0.699999988
단 매우 붐빔,부정,0
힐링되는 장소로 좋아요,긍정,0.899999976
평일 낮에 좋아요,긍정,0.899999976
한적하게 앉아있기 좋아요,긍정,0.899999976
생각 한거 보다 별로 입니다,부정,-0.800000012
주차가 가장 짜증 났습니다,부정,-0.600000024
산책하기 좋은 곳입니다,긍정,0.899999976
사람도 많고 잘꾸며놓았습니다.,긍정,0.600000024
잘 꾸며 놓았다,긍정,0.400000006
지금 시즌은 별로인 듯해요.,부정,-0.600000024
" 흙먼지가 많아요,",부정,-0.800000012
화장실 개수부족 관리부실,부정,-0.699999988
돗자리 깔고 놀기 좋습니다,긍정,0.899999976
서울 근교 산책에 좋은 곳,긍정,0.899999976
엄청나게 좋진 않지만,중립,0.5
가볼만 합니다.,긍정,0.800000012
꽃가루 너무 심해요 ㅠㅠ,부정,0
산책하기 좋아요,긍정,0.899999976
주차장 좀 늘려라 .명박아,부정,-0.400000006
멍멍이 많아서 좋음,긍정,0.899999976
아직 꽃이 안피었습니다,중립,0.400000006
그냥 넓은 공원,중립,0.5
정비가 시급하다,부정,-0.100000001
주차하기 힘듬,부정,-0.600000024
보통의 도심 공원,중립,0
튤립이 이뻤습니다,긍정,0.300000012
극악의 주차,부정,0.200000003
도심속 쉴곳,긍정,0.699999988
아쉬운 주차장,부정,-0.5
"월 중순에 산책에 갔습니다,",중립,0.100000001
우리는 일요일에 숲에 갔다.,중립,0
그야말로 장관입니다.,긍정,0
"산책하기 좋은 곳,",긍정,0.899999976
겨울에 다녀온 것도 매력이 있는 곳,긍정,0.899999976
걷기에 좋은 곳,긍정,0.899999976
억새가 멋집니다.,긍정,0
억새밭과 저녁 노을이 멋진곳,긍정,0.899999976
별로 안힘들었습니다.,중립,-0.800000012
엔 작년보다 좀 덜이쁜것같네,중립,-0.200000003
느낌상 작년보단 덜 이쁜것같다,중립,0
억새풀밭은 괜찮음,긍정,0.699999988
산책하기 좋음,긍정,0.899999976
겨울엔 너무 추워요.,부정,-0.5
꽃들도 넘이쁘고행복한오후 한때였다,긍정,0.300000012
오랜만에 산책해서 좋네요,긍정,0.899999976
갈대가 진짜예뻣어요,긍정,0.600000024
가을풍경입니다,중립,0.5
억새풀이 많아요,중립,0.5
여름엔 힘들어요 .,부정,-0.699999988
가을을 만긱했네요,긍정,0.400000006
시기를 잘 맞춰서 가야,긍정,0.600000024
쓰레기냄새남,부정,0.300000012
핑크뮬리는 너무적어서 그닥이다.,부정,-0.800000012
억새풀이 많아서좋았어요,긍정,0.899999976
공기가 좋아요,긍정,0.899999976
더워서 가면 안됨,부정,-0.699999988
가을 지니 가야 좋을듯,긍정,0.400000006
근데 비슷비슷합니다,중립,-0.200000003
추천하지 않습니다,부정,-0.800000012
하늘에구룸 너무 아름답네요,긍정,0.400000006
매케한 냄새가 올라와요.,부정,-0.5
더운 날씨에 가는건 비추,부정,-0.600000024
겨울엔 횡하고 바람이 심하네요.,부정,-0.699999988
"약도표시가 잘 안되있고,",부정,-0.699999988
전기차가 너무 금방 끊김.,부정,-0.699999988
" 타는 장소도 너무 멀고,",부정,0.100000001
" 의자도 별로 없고,",부정,-0.600000024
볼 거리도 너무 적었어요.,부정,-0.5
사람 너무많고.,부정,-0.600000024
꽃을 쑥대밭으로 만들어놓음.,부정,0
사람이 너무너무너무 많아요,부정,-0.200000003
축제?때 가는건 강력반댈쎄.,부정,0
주차와.화장실.적었어요,부정,0.100000001
너무 사람많음,부정,-0.300000012
힘듬 그냥힘듬 너무힘듬,부정,-0.699999988
가지마세요,부정,-0.800000012
사람구경만 졸라하다,부정,0
사진 이쁘게 찍을 수가 없음.,부정,-0.699999988
사람들이 너무 몰려서 줄이김,부정,-0.300000012
공원 자체는 괜찮은데,중립,0.300000012
주차 하는데만 30분 넘게 걸렸네요.,부정,-0.6
겨울이라서 그런지 썰렁하네요,부정,0.800000012
화장실도 부족하고요.,부정,0.600000024
지금은 억새가 아주 이쁩니다^^,긍정,0.899999976
가족 나들이 장소로 좋습니다.,긍정,0.899999976
옆에 노을공원 추천해요,긍정,0.800000012
핑크뮬리와 억새풀이 멋있는 곳,긍정,0.400000006
전망이 좋고 시설도 훌륭함.,긍정,0.899999976
아이들 데리고 가기엔 별로에요.,부정,-0.800000012
데이트코스로는 괜찮을 듯,긍정,0.600000024
가을에 예쁘다,긍정,0.300000012
그냥 사람 많음,부정,-0.200000003
막상 볼건 없음,부정,-0.699999988
인파도 많고 난잡하기도 하다.,부정,0.600000024
억새가 볼만해요.,긍정,0.600000024
그냥 지나가다,중립,0
자전거 전용 도로도 있는데,중립,0
더짜증나네요,부정,0.300000012
요즘 공사중이여서 별루에요.,부정,-0.699999988
운동하기 좋은듯해요,긍정,0.899999976
도심공원으로써 아주 크다,긍정,0.899999976
예전의 공군사관학교가 있던 곳,중립,0.100000001
소방안전교육 받으러 갔었는데,중립,0.300000012
사람이 느므느므 많아요.,부정,-0.200000003
평범한공원입니다,중립,0
평일낮에 갔어요,중립,0.200000003
제 키가 평균보다 크긴하지만,중립,0.100000001
입장료가 비싼편이라 생각해요,부정,-0.400000006
가볍게 산책할수 있는 장소입니다,긍정,0.899999976
정말 볼것없음,부정,-0.699999988
출입구가 불편했음,부정,-0.800000012
주변 산책하기가 좋아요,긍정,0.899999976
그러나 화장실이 너무 없음,부정,-0.699999988
그다지. 가고프지는 않음,부정,-0.300000012
입장권에 비해 볼건없음.,부정,-0.400000006
아늑하고 힐링최고요,긍정,0.899999976
실내보다 실외가 더 좋음.,중립,0.200000003
두번가지는 않을것임.,부정,-0.5
예쁘고 좋아요,긍정,0.899999976
밥값이 너무 비싸요,부정,-0.699999988
너무 형편없었어요,부정,0.5
노잼이고 막 볼것도 없다.,부정,-0.400000006
그늘이 없어서 불편해요,부정,-0.800000012
걷기 좋은 관광지 입니다.,긍정,0.899999976
서울역 연결됨.,중립,-0.5
지하에 식당가 있음,중립,0.400000006
겨울에는 정말 비추 특히 낮,부정,-0.699999988
바람부는날은 비추입니다.,부정,-0.699999988
남대문갈때 거쳐가는 곳,중립,0.400000006
뭔가 괴랄함.,부정,-0.100000001
"만리광장,서울로 여행자카페",중립,0.200000003
여름이 오고 있어요,중립,0.800000012
년에 지어져 년에 완공되었다.,중립,0.100000001
" 자전거길도 따로있고,",중립,0.5
자전거 빌리는곳,중립,0.300000012
행사 아르바이트차 방문.,중립,0.100000001
점점 좋아지고 있어요.,중립,0.800000012
너무 좁았어요,부정,0.5
계향각에서 식사함.,중립,0.100000001
연건캠 근처에 있는 공원.,중립,0.300000012
불빛이 없어 실망했어요,부정,-0.800000012
너무 별로입니다,부정,-0.800000012
가격만 비싸지 살것도 없어요,부정,-0.400000006
푸드트럭 음식값이 너무 비싸다,부정,-0.600000024
점점 규모는 커지는데,중립,0
관리는 소흘해지는듯,부정,-0.100000001
ㅋㅋ 주차 지옥,부정,-0.100000001
진입로도 아담하다.,중립,0.5
주차장이 없어요.,부정,-0.699999988
시원하니 좋아요,긍정,0.899999976
주차공간협소,부정,0.300000012
주차 완전 힘듭니다.,부정,0
공원공기가 안좋은거 같아요,부정,-0.600000024
머 딱히 볼건 없습니다.,부정,-0.5
사람없고 썰렁함,부정,0.400000006
중국의 어느 곳,중립,0.5
현대사의 흔적,중립,0
들판이 있습니다.,중립,0.400000006
"벌써, 몇 년이 됐는지.",중립,0.100000001
청설모가 많네요.,중립,0.300000012
힐링 잘하고 왔네요,긍정,0.899999976
그냥 평범한 공원,중립,0
흔한공원 ㅋ,중립,0.800000012
그저 동네 공원입니다.,중립,0
애기들 놀이터있어요,중립,0.800000012
무난한 공원,중립,0.699999988
현재 공사중,중립,0.100000001
그냥 잔디밭인데요.,중립,0
그냥 엄청 작은 공터입니다.,중립,0
그냥 동네 어린이 놀이터.,중립,-0.100000001
박정희 흉상 당장 부셔버려라,부정,0.200000003
우이동 산행길 포토존,중립,0.300000012
동네 놀이터.ㅋ,중립,0.200000003
그냥 놀이터,중립,0
일상의 쉼터,중립,0.300000012
관리가 전혀 안되어 더러워요,부정,-0.800000012
그냥 한번 볼만합니다.,중립,0.300000012
노약자 휠체어 이용 가능,중립,0.699999988
걍 뭐 적당함,중립,0
장미축제중량천,중립,0.300000012
케이트볼치는곳,중립,0.600000024
작년에찍은사진입니다,중립,0
더울때 절때 가지 마세욧!,부정,0.100000001
그냥주민들 바람쐬러가죠,중립,0
그냥 놀이터,중립,0
초가을 햇살이 따뜻합니다.,긍정,0.100000001
스벅이 바로앞이라.,중립,0.600000024
산모기가 너무 많음,부정,-0.5
분수 그래픽이 촌스러워요,부정,0.800000012
특히 노원구 홍보.,중립,0.400000006
그냥 공원임,중립,0
나는 이곳에 대해 잘 모른다.,중립,0
궁산은 역사적 문화재도 있지만,중립,0.200000003
일제시대의 동굴도 있습니다,중립,0.400000006
그저그래요.,중립,-0.300000012
보통의 공원,중립,0.300000012
불법 주정차 심합니다.,부정,-0.600000024
남산타워 보임,중립,0.300000012
월에 장미축제가 크게열린다.,중립,0.300000012
공원은 공원,중립,0.5
이틀전에비와서그런지 공이안튀어요,중립,0.200000003
유소년 야구장과 축구장입니다.,중립,0.200000003
매화피기 시작했는데,중립,0.200000003
평범한 설렁탕집입니다.,중립,0.100000001
